label,data
3,"Bungah datang teu wasa balik,mendak bagja nu teu ditampik ,Syukur kengeng munajat ti Gusti,,kempel sareng kulawargi,,"
3,Bungah hate aing ningali persib menang sing satuluyna sib menang menang
3,"Bungah jeng plong hate teh tos kacumponan muludan mah, tinggal mayunan rajab .. Mudah-mudahan kengeng rezeky na"
3,Bungah kacida mun geus ningalian ieu teh
3,"Bungah kacida ngeclak cipanon indung,reugreug kacipta ngaheulas wujud nu jadi bapa,geulis kasep,sing saroleh sing jarujur ulah takabur,,,"
3,"Bungah kie ningali si David Laly uy, lawan Persiba mun nyien gol dei kawas kitu, edan…"
3,Bungah nepika cireumbayan demi alloh ningali bobotoh nuju berjamaah solat di GBK
3,"Bungah ningali keakraban bobotoh & jakmania beberapa wkt terakhir ieu, teu kudu muluk-muluk berharap damai segera terwujud, biarkan mengalir weh secara alami gausah dibuat-buat"
3,"Bungah ningali pamaen seserian, semoga di balik ini semua, akhir cerita, kita merai apa yg kita harapkan, selalu semangat cintaku"
3,Bungah ningali persib pan a hah
3,Bungah tur bagja ningali dulur dulur tetep leukeun berkarya dina widangna sewang sewangan..
4,"Bupati krw positif corona, kumaha aku gais. Sieun bgt asli mana stiap hri ga libur hrs kerja"
4,"Buuk geus panjang, dek dicukur tapi keueung kopid, kmha atuh nyakk :("
4,ByPass dr Samsat menuju timur PJU mati gelap keueung.. hampir sampai Metro Indah Mall
1,"CACAG ANJINK JELEMA KITU MAH ... greget asli na,,,"
1,Cageur tangkurak sia? Karek bijil bebenguk sia teh ning kamana wae atuh si goblog
3,"Cai herang, teh manis haneut teras nyesep. Nikmat pisan gusti ieu buka puasa"
2,cai panon ojol-ojol ngeclak ningali foto si taeun tunangan jeung batur :(
2,"Cai soca ngeclak mun emut kana dosa, rumasa raga lamokot dosa, ngungudag dunya taya reureuhna, teu kabayang kumaha engke di alam baka"
2,Cai soca teu kariksa rahet manah nu teu kahaja mugi janten pangampura ucap lampah nu teu kajaga tur samudaya kalepatan Wilujeng boboran siam
4,can wani ah bisi gagal euy..tadi ge ngadegdeg sieun jol pareum
4,Cangcang geura duh talian pake rante gembok we meh teu leungit! Meuni asa hariwang pisan nyindir batur
3,Cape beteung yah nyakakak sama KHS...
1,"Carekan mang,tuman nu kitu teh sok hayang nakol tangkurak na aingmah"
4,"Carita Mundinglaya Dikusumah, muringkak ngadangukeunana"
4,"Caritana mh ka bioskop td th lalajo NUN,, bakat ku sieun jd te konsen ngopi jagong bledug ge"
1,"cenah masuk grup2an teh keur mengakrabkan diri. kudu berbaur, solid, tong kacang. ai pas di waro, di jb, teu di tembal. kan GOBLOG"
1,"Centang oge ku aing geraa, mun aya nu ngomong kieuu Wanian ka si Kelma mah"
4,"centeng mah boraha jd mantan, dideukeutan oge ngadegdeg sieun"
4,Cerita yg mistis2 bikin bulu kuduk merinding dan gajadi pulaang da sieun
1,"Ceuk aing mah nu engges mah engges weh atuh goblog montong di ungkitÂ², kanyenyerian pisan. Silih doakeun lain silih ngagogoreng"
1,Ceuk aing oge tong sok balaga jd jalma mah.. Ari geus kieu mah mewek siah kehed..!
1,Ceuk aing tonjok anying awak leuwih gede koplok
2,Ceuk aingge tong balik kan jd we nyeri hate:(
2,Ceuk aingge tong balik kan jd we nyeri hate:(
1,Ceuk aings ge naon! Baelah da ges biasa dikieukeun mah! Dagoan babales ti Gusti Nu Agung weh!
2,"ceurik ngabatin, nalangsa hidup urang"
3,Chica bkin ngeunah seuri ngeunah sare inimah!!!
1,china eweh basa pisan anjing hampura wae mah da menteu bagong teh lah nyusahken korona balik lewat mana siah anying sok
2,"cibodas nya Maribaya bukan, dupi anu terang alamat lengkapna punteun.kintun. dugi nyurucud cai soca teu ereun. perjuangan budak leutik"
4,"cijahanya? Pedalaman pisan uka nganter ka imahna peuting-peuting, keeung:("
1,Cik atuh aranjing jempe bisi digaplok !
1,"Cik atuh euy da aing teh lain patung, ngalewat harep babangus ni eweh basa punten2 acan. BLOG!!!"
2,"Cik atuh lah tong nepi ka di siksa, ges puguh cilaka harta benda aya nu mawa masih keneh dek nyieun sangsara. Meni miris nagara kaula manusana masih keneh loba nu tega ka sasama"
1,"Cik atuh sateh tong gagandengan pake knalpot racing dikomplek anying, nyirikeun pisan kampringna."
1,Cik da aing mah nyaah ka karesep sia. Nyaah pisan. Naha ai silaing meni kitu kitu teuing ka karesep aing teh. Nepi ka pira sakamar ge sia langsung aadatan. Yeu goblog
1,Cik euy jaga babangus sia teh
1,cik euy jaga babangus sia teh
1,Cik euy jaga babangus sia teh ari ngomong teh pikir heula! Tong asal jeplak
1,Cik euy jaga babangus sia teh ari ngomong teh pikir heula! Tong asal jeplak
1,Cik euy jaga babangus sia téh. Ari ngomong téh pikir heula! Tong asal jeplak
4,"cikalong pantai tasik selatan terasa getaran nya, laut langsung ngaguruh. Karareueung"
1,Cing atuhlah jangan goblog2 pisan jadi jelema. Keuheul aing.
3,cing atulah ieu teu kuat seuseurian ngedanguna
2,"cing atulah ulah mawa"" mantan sok rada nyeredet kana hate :( mantan mah knangan"
3,"cingdem di sebut nu gelo ku indung nyakakak sorangan macaan karya ngacapruk mang edan.""GARUNG"""
2,clak cai soca.. teu acan dikersakeun kanggo paturai tineung.. clak cai soca..
4,"Cobaan geura, datangan warga yg status PDP make apd lengkap. Panas goblog hareudang, nya sieun dieuh"
2,Cobian deui kaasih indung gra Duhh sok ngeclak ci panon
1,"Corona goblog, sakira na rek modaran aing , podaran weh si asep , podaran weh si agus , pusing ."
1,"Corona mun bebentukanna jiga beurit, kuaing galey da make motor, bari ngomong ""hakan anjing! Grgr sia aing gelisah panik resak!"""
4,Corona vs kejahatan Jadi sieun rek keluar imah juga
2,cpe hate hayang ngoceak maratn jagat ngajerit maratn langit
4,"Cuacana kieu tibaheula ge da pasti flu,batuk,hareeng.ngan kusabab keur usum si corola,jadi weh asa hariwang."
2,"Curucud cai soca, teu kiat eungap duh:&"
4,"Da aku mah apa atuh :( segala takut jalan sendiri juga akumah takut, apalagi lampor, komo ieu corona beki sieun tapi tetep ko yang paling aku sieun mah kehilangan kamu"
1,"Da maneh pinafsueun wae, nafsu hyg nenggeul"
2,dah abi mah sedih teu mudik isukan lebaran....asa meuni hayang ceurik bae.
4,"Dalah kitu, da angger asa hayang mah ngapung ieu teh, embung nincak anu lain tincakeunnana. Bisi kuma onam"
2,"Damuhun attu masing tos diulang-ulang deui, abdi teh nyurucud cai soca ningal Hachiko"
2,"Dan aing pun nyurucud cipanon teukatahan,pas ningali si jaya jeung adi na ceurik ngageunggeuik marengan almarhum dimandian,,allohu akbar!!"
3,"Dan ga sia2 nunggu risma dateng dri blitar, dibawain cilok bandung. Meuni bungah pisaaan"
3,Dan selebrasi pun jadi seuri nyakakak lain pedah goal tapi pedah uusekan hese kaluar sukuna
2,Dari mata turun ke hati teh Cai soca ngeclak ti panon kanu hate ting seredet
1,"Dasar si waduk teh ngotoran lembur batur, ku aing buburak siah"
3,Dbolak balikk kalakah ngagakgak abige... Aya kukituna
1,"Dear Jelema anu hese dibejaan. Cik atuh anjir ngajedog weh di imah sateh, tong nyiar nyiar panyakit kehed. Tong nambah gawean perawat rumah sakit anjir karunya. Sia teu nyaah ka awak sorangan hah? Ngajedog weh di imah lalajo india tah di antepe, sinteron bawang bawangan"
3,Deg degan pak kiyai. Dulu kalau lagi ngaji bab ini sok rame teu puguh. Loba babarakatakan tibatan nyimak.
4,dek ngagoreng mepi ka lumpat lumpat na ngadenge sora guludug
2,Dek ofline ah smpe match berikutna asa sedih ningali persib.. Ningali tweetan asa nyeredet knu manah..
1,dekeut mah d kadek ku aing siahhh
2,Demi allah ngucur cai panon ningali PERSIB JUARA
3,Demi allah turun sakilo ge atoh pisan
1,"DEMI ALLOH ! mun dulur aing mbung sakola deui garagara dipajek wae, ku aing buburak tah medikakom !"
3,"Demi Alloh lega pisan.. Plong se'edan2nya. Nuhun gusti, nuhun Persib, nuhuuunn..!"
1,"Demi na oge nyieun aral ieu maen. Goblog, setan, bagong"
1,Der anjing garelut jeung aing
1,Der anying lah Aya k adu mah mantog kdieu Hayang di polisikeun sia ku aing apa hyg di dagor
2,"Deudeuh teuing anaking jimat awaking,keun nu atos janten buktos,nu lepat sing bisa tobat,mun jauh atuh ulah loba ngeluh,ibadahan ku kasaean"
2,deudeuh teuing jang ... .. sing seueur nu meser na nya jang ... di du'a keun sing ka capai cita2 na ... Amin
2,Deudeuh teuing jang ni eleh ku uwa ....uwa mah 4 jam ge sanggem knh :(
2,"Deudeuh teuing jang, cing ageung milik."
2,"Deudeuh teuing jang, mugia lebet surga na Alloh"
2,"Deudeuh teuing jang, sing sabar, sing kuatnya :("
2,Deudeuh teuing jang..mugia kagentosan..:))
2,"Deudeuh teuing mang... Sing aya nu ngaborong mang, sing sarehat sadayana nya"
1,Deuh leyek ku aing da sia!!!
1,Deuleukn sia mun keok ku aing buburak gra
4,"Di belakang rumah aku ada yang meninggal, cucu-cucunya pada nangis patarik tarik:( sarieun pisan"
4,di bumi haha da ninggal infobandung meni asa sarieun tea =))
4,"Di cimbuleuit oge loba sih ,komo mun balik peuting mah sok rd muringkak bulu punduk"
1,Di galey ku aing sakali-kali mah. Geus kabina2. Sok sugan aya nu pangmelakeun. Sakalian dirempetkeun kuaing kagok.
4,Di imah wae aing teh sieun gelo :(((
1,Di imah weh tong kamamana ai maneh macet bari na ge bisi di kadek ku aing
1,"Di indo mah loba pisan jelma nyinyir anying teh, keur kieu mah lain silih nyinyir."
4,di jalan oten sepi banget liwat dinya bulu kuduk saya berdiri tegak.. Sumpang sieun...
3,"Di kolom reply banyak banyolan orang sunda, nuhun gusti ngakak abdi"
1,"Di puji tidak terbang, dihina kita berantem ayo ajig, babangus siya lada leuwih ti bon cabe level tilu puluh bansaat!"
2,"di sapan bot, karunya:( Keur mah corona ,nya kabanjiran"
4,"Diditu mah aman a, didieu mah palaur mahrib ka luhur teh. Di pondok ijo ge aya kamari jam 5 begal a"
4,diguyur hujan lebat dan petir.. meuni palaur euy ~
3,"Dihaturkeun nuhun ka teteh anu nembe diangir, wargi Twitter tiasa babarakatakan sasarengan. Nuhun pisan teteh"
4,dilegok demi alloh tatangga serem mang aduh ngadegdeg
2,"Dilembur mah mending lockdown ge boga keneh beas jeung aya nu nyangu, karunya wae nu di perantauan, mudik dilarang, warung tarutup, gawe libur, teu digajih, dibere dahar ku pamarentah henteu"
2,Dina amparan sajadah Abdi sumerah pasrah
3,Dina beus bari ngupingkeun Doel Sumbang nikmat kieu gusti
2,Dina hate leutik teu sedih pak ningali rakyat palestina di tembakan ?
4,Dingin tapi semu ngadegdeg sieun tisoledat tea :')
4,Dioyagkeun sakieu ge meuni asa keueung alam dunya gustiii..
4,dipiceun ke laut selatan :(( mbung ah sieun ngadenge laut selatan mah :(
4,"Dipikir mah ah lieur bukber kdtu kdieu tp sedih oge ning, biasanya udh riweuh awal ramadhan ini byk yg ajak bukber sambil ngedata jadwal2nya, ayn mh sarieun"
4,"Dirumah sendirian , walaupun ngadegdeg sieun tetap semangat ngerjakn tugasna"
3,Disapa aja ngerasa waaaaaah banget hehe yaallah meuni bungah ieu hate
2,"Ditinggalkeun, ditolak, atawa diphpkeun jujur nyeri hate, sedih."
1,Dititah ngajedog di imah hese pisan anying
2,"diuk dina jojodog sambil moyan,teu karasa cai soca nyurucud,,ras ingeut ka manehna,,kopi jeung garpit nu jadi saksi,,geuning jeung geuning"
1,"Diwadukan naon maneh kehed? Saacan kolot maneh d leyek, ku aing leyek hela mnh bari d ciduhan tea gening."
4,Dooh jadi sarieun kieu ningan... nyebut bu nyebut... Buut..buut..buut kitu Istighfar bu
2,"dosa kakabogoh langsung menta hampura, tapi dosa ka indung "" duh mah ngke menta hampura na lebaran"" ieu dosa ? iya dosaa:((("
4,"Dr kemaren ngored rumput liar sekitar pondok, sieun positif"
1,dua nana lur heeee hampura prihatin loba nu ngaremeh keun virus jadi kehel ..hampura x dui
4,Dugi iraha atuh nya siga kieu teh... Janten asa kareueung
2,dugi ka danget ayeuna kameumeut angger montel dina rasa akang teu walakaya nyingkahannana
2,Dugika Kiamat Yahudi bakal ngadoreksakeun ka Umat Islam. Tapi ai ningali kieu wae mah gusti..Meuni nalangsa. Didieu kur bisa ngadoakeun..
4,Duh aing hariwang nempo ava sia
2,Duh aing meuni sedih
1,duh anying otak teh dipake saetik atuh meni goblok pisan gasuka
2,Duh asa ku karunya nya mun ningali pujaan ati ngahuleng ngahulung balung.
4,Duh asa melang gini kl jam sgini suara ayam sama anjing saling nyaut...
2,"Duh euy geus 3 Minggu teu bisa gawe,,ewuweuh pemasukan pisan,,sedih kieu"
2,"Duh Garut,....sedih euung macana"
2,"Duh gusti abdi sumerah diri, waruga jeung sukma asal ti anjeun, jaga ning geto balik deui mung ka anjeun"
2,Duh Gusti bagja kacipta nalika raga ngaraba takwa lain beja lain carita cai soca ngeclak emut kana dosa
2,Duh gusti hujan ku hujan na ath saat knh wae sumur teh ni sangsara ku cai...
2,"Duh Gusti, cai soca teu tiasa ditahan, nalika suling gugupai kana manah, nyeredet kana hate. Hoyong uih ka pilemburan, malikeun waktos janten budak deui. Guyang di balong, ngurek belut di sawah, teterengkelan kana tangkal tatangga... Gusti, waas ku sulingna..."
4,"Duh GUsti,asa hariwang.teu tiasa na2on.mung saukur cicing.,(˘̩̩̩^˘̩̩̩ƪ) , asa ku nyeriiiii."
3,Duh ie berita walaupun gak valid tapi aku teh meuni bungah
3,"Duh inget di gawe d bayar ku roko 3 jeung kopikap. Kudu ngnjeman mtr btur deuih, pikaserieun haha tapi keun jadi pelajaran we nyuak haha. Nu penting mah loba nu nyaah ceuk"
4,"duh jadi sarieun kieu Aa. sieun ke nudipilih pekteh Akhlaqna janten robih. Sabab nudipilihteh jalmi, sok inggis keuna ku owah gingsir"
4,"Duh sarieun ninggal na ge, Kedah nyaketken diri ka gusti ari gunung bitu teh"
4,Duh semakin mlm jadi pikasieuneun kieu......
4,Duh sieun sawan si aa :(
3,Duh tos aruwih ameung meuni bungah. Ngiring ningali rariwehna weh abdimah..
2,"Duh.. karunya pisan, meuni sakituna, hayang jadi wapres rela ngarusak sagara."
3,Duh.. meni asa genah pisan ieu manah teh.... Bungah kacida... Alhamdulillah...
1,Duh..mun lain bolon di dagor ku aing!!! Maledog make duit neng! — merasa marah
3,Duhh abdi sebagai urang sunda meuni bahagia pisan ngadangu Ginting nyarios sunda.
3,Duhh gusti teu kuat aink seuseurian bae ti keur tadi wkwk
4,"duhh jadi sarieun kieu uy, mugia t aya hal nu dipakarepkn kang, duhhh.."
3,Duit poho asa manggih duit sok atoh hahahaha Komo manggih na gocip sok sering hahaha
4,duka ieu abi sieun pisan:(
3,"Duka kunaon ari timimiti kaptenna mas har teh sok atoh,jeng optimis"
2,"Duka kunaon,ieu cai soca teu liren-liren ngucur dina shalat Ied boboran taun ieu.Asa seeur lalampah anu awon teh.Hampura samudaya kalepatan"
3,"Dulu bapa aku kaya gitu, diingetin ge cuek pisan. Aku selalu doain tiap solat alhamdulillah sekarang si bapa udah rajin ibadah"
1,dulu kkn juga isunya anak sasjer si anying goblok sia malah kompor
3,dulu mah nya nepi ka bosen aih ningali justin di tv teh eh ayeuna mah bungah pisan mun ningali
3,"Dulu sih 'rumah' Cing baragja, barudak :)"
2,"dung, hey aku teu kuat secing na ge... Sediihh,"
4,Dunia teh bakal balik deui normal moal ieu teh asa karareueung
4,Dunya téh asa keueung teu aya nu jum'atan mah..
3,dupi abdi kenging ngabarakatak? Punten sanes ngaledek tp da aa teh meuni menggemaskan lucuhhh
1,Dupi babangus téh upami nyarios kedah disarengan ku polo. Supados katinggalna pinter sanaos belegug ogé.
4,Dupi ieu teh rengsena iraha?asa melang tos lami tur panjang jalur anu di-corna teh..
3,Duuh abdi rumaos bingah pisan gaduh pamimpin sapertos Akang anu sanggem turun langsung kalapangan ' kangge ngatasi banjir :-)
2,Duuh meni nyeredet kana hate..periiih pisan Gustiiii
4,duuh uy asa hariwang kieu nyuak.. yuk ah gerakeun ieumah asli
2,Duuuh punten..Meuni hawatos eta murangkalih teh.. Naha make nyarios mmah ulah kabur deui. Mmang si mmah teh sok kakaburan wae gtu jang.?? Punten ari si bpk kamana.? Aya keneh.?? Punten pisan..abdi janten sedih yeu..punten nya teh..
3,duuuuh bungah hate ningali maraneh. Sing balageur satuluyna. Tong picacapekeun batur nya
1,edan beberebetan kitu si goreng patut anying keuhel
4,edan eja kaabusan jurig naon hih murinding
4,Edan ni keueung kieu
4,Edan ni keueung kieu
4,"Edan pugliara robertino tadi getih na nepi ngucur kitu,, gara² duel adu kepala jng bek persiba , kalah hariwang nempo nage"
4,Eh aingmah meuni serem :( jadi sieun nganterkeun deui hahaha tapi emang keeung si daerah diya mah -_- hawa na beda
1,"EH ANYING SIA GOBLOG MASIH PAGI, PERFORMA RUSAK ANYING. GUSTI ALLAH NU AGUNG, TAH TINGALI SIA ANYING GOBLOG BAGONG JADI 66% DARI 100% AH SI TOLOL KALAKUAN SIGA DAJJAL. APAL AING GE SIA LOBA DUID TAPI TONG KITU ANYING KEHED LAH"
3,EH HEUEUH AING KAREK NGEUH HAHAHAHA. Bangga aing ka anakna pa martin hahahahahahaha bangsat aing seuseurian ieu
4,eh kalem boss meni tarik kitu ngomongna.. jadi sarieun kieu ah. ngaderegdeg kieu euy tuur
1,"Eh monyet ngerakeun kaum lalaki wae sia buseeeeet dah, sender plis dm aing dong aing hayang nyaho bengeut tangkurak si bangsat. Jieun emosi wae kaum hawa nya heran pisan kalakuan ngaleuwihan bangsat. Sia miskin nepi titah malikeun duit makan? Dieu ku aing ganti na. Babi teh"
4,Ehh aratos ath meni sarieun kieu ku uka hapus ieu
3,"Ehh iyeu mah leuwih ngeunah seuri na, tapi sagala ngeunah seuri sih mun si cepot ges ngabodor mah"
4,Ehh nyaan ieu mah abi sieun... Meuni keeung... :((
4,eleuh.. jalanan bandung mun geus malem kieu meuni keeung pisan >.<. mana abis dr ngelayat lg.. hieee
2,"Emang anu teu boga nanaon mah teu bisa walakaya, Kecuali berusaha. ."
1,Emang sia anying goblok. Kehed mereun. Hareudang
1,emang sia goblok maneh siga jurig
4,"Embung ningalina oge, ngadengena ge geus sarieun"
4,"Embung ningalina oge, ngadengena ge geus sarieun"
1,"emg kaayaan urg kieu ayana ayena bae disebut madesu ge ngan engke aing gs ngaluhuran sia , di leyek ku aing mah sirah sia !"
2,Emmh~ kuatka nyeredet kanu manah wa. Peureus! Ngahujjah awak — hilang semangat
1,Emosi aing... budak Sipil mana sih. IPK sabaraha... kepret ku aing.
3,enbae loba hikmahna bieu mah aslina .nuhun gusti nuhun pisan :)
3,"endah kieu maen teh sib, meuni manja banget bola na oge"
2,Engga bisa apa ya ketemu. Meuni sedih sumpah :(
3,"Engga ko,cuma barungah we today"
2,enjing enjing abdi atos cireumbay ninggali video ig bpk. dedi mulyadi. dinu jero hate abdi ngoceak
2,"Enjoy kieu taun kamari pas arek nyangharepan puasa, ieu keur piknik munggahan. Taun ayeuna mah saredih rek nyangharepan puasa teh"
2,"Enya ge urang seri , da anger Jero MANAH mh ngoceak ngaraskeun kanyeri !! :'("
2,"enya watir urg mah,, ngan ningali kamu pikasediheun demi alloh,, :("
4,"Enya yul, sarieun kiyeu urang kawali aya odp 2an"
3,"Enya,,, komo ningali kamu akumah bungah pisan sing demi."
3,enyaaa bagja ningali baturan nikah..tapi sedih teu bisa nyaksian
2,"Era aing lalajo perjuangan pejuang baheula, ari aing ngeluh wae ayeuna :((((( asa ka teunggeul beungeut."
2,erkadang lebih baik nyeri hate sakalian leweh sakalian daripada paneri nyeri hate banget lalu bunuh diri :')
1,"Eta babangus dijaga a deni punten, didinya ku abi tos dianggap lanceuk"
1,eta beungeut hayang digaplok
1,"Eta budak kamari sore pepeletek koplok, kepret ku aing geura"
1,Eta hayang digaplok ku duit gocapan meuurrr. Wanian
1,Eta kepala dinas na... Mun katimu ku aing didagor huluna geura...
4,"Eta ninggal nu demo dinu tipi,Gustiii kitu geuning ngamukna rakyat Garut teh,matak sarieun iihh...kop tah pak masihan"
1,"Eta nya pulisi ayeuna naha bet garelo kitu nya pianyingen pisanan, asa pinafsueun hungkul ningali kalakuanateh"
1,Eta pan aing nu nyebutkeuna belegug dasar tutup salep 88 maneh mah
4,Eta saha sih nu nempokeun di belakang? Meuni horor
1,"eta si kehed abu janda teh ning urg sunda...?! teu rido aing aya urg sunda nu kitu patut,Najis!!"
3,"Eta tah, nu urang bingung bari nahan seuri kuat ka remubay.. Hayang ngabarakatak, sieun dosa.. Ahahahahahahahahahahaha.."
3,Eta we sok ningali teh gugurubugan teuing raoseun teuing nyeuri
1,"eu paduli ek didinya brigez xtc ek gbr ek moon ek boga dekeng saha ge tai anjing teu paduli, aing teu boga pamajikan teu boga budak ek pa kadek kadek ge der anjing, sparing lepas dompet der, aing moal mawa sasaha anjing Tong NGEJAGO di SARIJADI anjing"
1,euh aing mah gusti rek buka puasa teh kalahkah pareum lampu ajik ajik pln gblog ngarti teu ieu romadon poe kahiji cik atuh tong nyieun aing emosiiii teu pira hujan saguyur listrik meuni dipareuman goblog
4,Eump gusti hate ngajerit bari jng d barengan ku hujann.. Asa keeung kie asa hirupp nyorangann di dunya...
2,"Euy ai gering di kosan sok sararedih jauh ti imah, heg duit ni seret. Ditambah jomblo pang pang namah"
2,Euy bahela mah mun jalanan bandung keur macet teh sok asa hayang aambekan tp ayena nempo jalanan sepi meni jadi asa sedih kieu:(
4,Euy boga mantan 3 oge ges nyieun Ambyarrrrr kieu nepika hese deui percaya ka lalakiteh :( hayang uwwu tapi sieun kecewa deui padahal karekge 20 tahun aingteh duh
2,"Euy hayang curhat, urang karak asup gawe 2 minggu ges dirumahkeun. Nya tejelas nepi iraha. Pengeluaran sagalana ti kolot, jd ngarasa karunya ngabebankeun. Mun aya lowongan info nya, saredih rek munggahan teh"
2,"euy nalangsa gini hidup teh pengen keluar jalanjalan tp maenya sorangan kabogoh eweh, babaturan eweh, karunya pisan nya aku"
2,Euy semangatin aku plis lagi sedih pisan orangtua aku mau pisah
4,Euy sok sariyeun ih lamun ges ngimpi maot teh
1,"Eweuh , 22nana di galey ku aing lah"
1,Eweuh kesan pesanna pisan anjing
1,Eweuh nu ngaran dunungan poe minggu mah kumaha aing gawena. Centang ku aing loba protes mah
4,"Eyy jadi keueung kieu liat keramaian teh,"
1,"Fabiano teu main pisan jeung ges tuir kitu dipertahankeun ai Mas Hariono dipiceun, ngutek goblog atulah Persib"
3,"Fabiayyi ala irabbikuma tukadziban, hamdalah ngeunah seuri kieu gusti :))"
4,"Fix moal jajan su'uk deui,sieun didor"
4,"Ga kebayang kl jadi penduduk di sekitar gunung merapi. Pasti riweuh, sieun, ngaderegdeg. Kl mau aman, hrs ngungsi minimal 20 KM"
4,"gamau bayarin Akulaku, kredivo, shopeepaylater gtu pa? Apalagi buat yg nganggur rek neangan Gawe kudu diimah, rek dagang keliling eweuh nu meuli da geus sararieun batur didieu teh bapa. Skincare abdi ge tos seep pa cik atu gratiskeun Guardian jeung watsons ogenya"
1,Gandeng adeg eta saha nu ngadrag lah meni di harep imah aing siah buburak ku aing pepeks.!
1,"gandeng anjing. mun eta adi aing, kadek kuaing siah."
1,"GANDENG BGSD, BISI DI CENTANG KU AING!!!"
4,gandeng eta sora lagu mani keeng kieu atu lah
1,"gandeng njing bisi di galey ku aing,abong ku aing di arentep ngaralunjak !!"""
4,"gar ulah ka taman musik, bisi kasuatsuat, keur dahar mieayam nyumput ngadegdeg, sieun diudag ku budak smp 2"
2,Gara gara soal bieu jadi sararedih kieu ajig teh
3,Gara-gara si kevin aing jadi ngeunah seuri
1,"Gararoblog tangkurak anying mah keur butuh ge di paok we bebel mah, santet ku ainh mah lah"
1,garoblog da jelema teh ngariwehken we bisana teu nyaho aing lieur
4,"Garut kota na dmna sih sarieun,teu narurut pisan titah caricing teh"
4,Garut meni rame :( sien
3,Gaya eung nu cair mah beda asa rada sumbringah ktu
4,gaysss atuh gaysss akuteh suka sieun ngabirigidig
4,Gebleg paling ges hoream ngadenge lengser wengi
4,gelo..sieun aink..bulu kuduk mararinding
4,gelombang kdua cnh..mni sarieun nya dngerna
4,Generasi suram ieu mah ah sarieun pisan
1,"Gera modar lah boga indung the !! Ijid anjing (n) tibaheula aing ngadoa keun indung cing gera modar anjing jauh"" di hidup aing!teu rugi"
1,"Ges ateul .Hayang Neungeul Bebengok sia ., hyang ngabuburak"
1,ges lah aranjing ulah kalaluar imah bangsat lah meh gancang lengit si kontol korona
1,Ges teu hayang nguruskeun dei sialah bagong . Kurang kumaha aing . Asa di leyek hulu aing .
1,Geuleuh aing ka beunget sia dih ! Siga nu heuh bae padahal mah beunget sia geh goreng jadah teh !
1,geuleuh ih anjing eta ucing sumput nyumput ka imah ainx gera goblog teu nyopan pisan abuz ka imah batur tanpa permisi hayang neunggeul da
1,Geuleuh ih beunget sia ! Beunget sia kos begu ! Ueeeekkkkkk
1,"Geuning sia ngajodog di imah sieun korona ,ai kamari sia ngabangus ulah sieun ,cungur sia mah kudu didagor sungutna monyet"
3,"Geuningan meuni tiris pisan puasa pertama teh,,alhamdulillah seger jam segini kudanan kluncum aa wes.."
4,"Geunyal ,jol muriding nempo na eta a fahrul"
1,Geura mantog makanna goblog.. ngalilieur sarerea sia teh ahh!!! Bgst
1,"Geura usir coba si anying corona na, urg ge gs hayang ulin ka ditu ka dieu"
4,"Geus asup angin kieu mh sieun bawaana ge. Ti tadi mikirna ka corona kieu ajg,"
1,GEUS ATUH TONG MEWEK KUCINTA ATUH BRO GEULEUH SIATEH JALU! MAENYA JALU MEWEK GOBLOG! LEMAH PISAN!
1,"Geus edan kitu, Ku aing mah lain saukur Di tonjok dipodaran sakalian"
4,"Geus hilapkeun beb, abige teu wantun kikieuan mah keterlaluan. Tong boro ngadamel nu kieu, aya pangabutuh ge jd sieun ayeunamah"
1,"Geus ka prediksi sih bakal eleh, tapi teu di jojoet jiga kieu oge atuh bagong. Sahenteu na boga ka era jeung aya perlawanan atuh goblog. Aral anying"
4,"Geus kolot kieu, ngadenge iklan ""Nightmare Side"" di Ardan make aplikasi android...masih keneh keueung ih.."
1,"Geus ma sok kasep, miskin, mun eweuh modal ma tong ngedate atuh bangsat. Ai sia kasep pisan kitu?? Gembel he'euh ai sia belegug jancok."
1,"Geus mah salah,ngotot deuihan boa lieur jelema teh. Tinu cara ngaperlakukeun awewe siga Kitu ge geus katingali eta mental si bencong LEMAH!!!"
4,"Geus ngalewat sasak di balikeun deui motor teh ka luhur da panasaran baturan ge sarua ningali lain urang hungkul ari pek geus eweuh , nya ngabret atuh teu mikiran sieun tigebrus bakat ku sieun padahal eta lumayan notog jaba paroek jalan monteng mah"
4,"geus paling serem ningali mashar molotot mah, gunung oge menta hampura di sentak ku mashar mah"
1,Geus Podaran bae tuman ngaheherin Indonesia bae
1,Geus si Luhut deui anu trending. Pansos pisan sia Luhut! Rek jadi artis sateh Bagong?
1,Geus siga itali jeung korea mah kadaruhung siah teh kehed geus d bere himbauan kieu teh narurut
3,"Geusan ah, rek ninyuh kopi heula. Hatur nuhun yah, semoga kalian asup surga. Ngeunah seuri :*"
4,Gila ah muringkak bulu punuk :(
4,Gilalah lagi sakit gini ditinggal drmh sendiri asa keueung
4,"Gini gening salatri teh, ngadegdeg, sieun pingsan,"
3,Gk tau kenapa sok bungah we mun ningali persija eleh teh
1,Goblog ai sia anjing. Kadek siah ku aing kehed!
1,"Goblog ajigg , pemain loyal si mas mah , teu ngahargaan pisan di eureunkeun"
1,goblog ari sia teh ngajak gelud
1,Goblog awewe teh bisaan ngelakna ih anjing ijid demi allah ges aya bukti oge angger we teu ngaku keneh
